Principal City,Detection Value,Water System ID,Water System Name,Lab Sample No.,Collection Date,Sample Type,Analyte Code,Analyte Name,Sampling Point ID,Monitoring Period Begin Date,Monitoring Period End Date,WSF ID,Sampling Point Type
 ,<0.46 NG/L     ,VA3131150,CHESAPEAKE BAY BRIDGE TUNNEL,26-0554,3/12/2026,RT,2812,PERFLUOROUNDECANOIC ACID (PFUNA),WL001       ,,,WL001,RW
 ,<0.46 NG/L     ,VA3131150,CHESAPEAKE BAY BRIDGE TUNNEL,26-0554,3/12/2026,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),WL001       ,,,WL001,RW
 ,<0.47 NG/L     ,VA3131150,CHESAPEAKE BAY BRIDGE TUNNEL,26-0555,3/12/2026,RT,2829,PERFLUOROHEPTANESULFONIC ACID (PFHPS) ,WL002       ,,,WL002,RW
 ,<0.47 NG/L     ,VA3131150,CHESAPEAKE BAY BRIDGE TUNNEL,26-0555,3/12/2026,RT,2828,PERFLUOROPENTANESULFONIC ACID (PFPES) ,WL002       ,,,WL002,RW
 ,<0.47 NG/L     ,VA3131150,CHESAPEAKE BAY BRIDGE TUNNEL,26-0555,3/12/2026,RT,2826,PERFLUORO PFEESA ,WL002       ,,,WL002,RW
 ,<0.47 NG/L     ,VA3131150,CHESAPEAKE BAY BRIDGE TUNNEL,26-0555,3/12/2026,RT,2821,PERFLUOROHEXANE SULFONIC ACID 4:2 FTS,WL002       ,,,WL002,RW
CHESAPEAKE CITY,<1.9 NG/L     ,VA3550620,NAVAL SUPPORT ACTIVITY-NW,810-132030-A-1-B,12/16/2024,RT,2810,PERFLUOROTETRADECANOIC ACID (PFTA),EP002       ,,,EP002,EP
CHESAPEAKE CITY,<1.9 NG/L     ,VA3550620,NAVAL SUPPORT ACTIVITY-NW,810-132030-B-1-A,12/16/2024,RT,2826,PERFLUORO PFEESA ,EP002       ,,,EP002,EP
CHESAPEAKE CITY,<1.9 NG/L     ,VA3550620,NAVAL SUPPORT ACTIVITY-NW,810-132030-B-1-A,12/16/2024,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP002       ,,,EP002,EP
 ,<0.4 NG/L     ,VA4115643,MATHEWS HIGH SCHOOL,JE01282-01,5/4/2026,RT,2802,PERFLUOROHEPTANOIC ACID (PFHPA),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA4115639,NEW MATHEWS COURTHOUSE,JE01283-01,5/4/2026,RT,2820,PERFLUOROOCTANE SULFONIC ACID 6:2 FTS ,EP001       ,,,EP001,EP
 ,<0.7 NG/L     ,VA4115639,NEW MATHEWS COURTHOUSE,JE01283-01,5/4/2026,RT,2819,PERFLUOROBUTANOIC ACID (PFBA) ,EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA4115639,NEW MATHEWS COURTHOUSE,JE01283-01,5/4/2026,RT,2807,PERFLUORODECANOIC ACID (PFDA),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA4115646,THOMAS HUNTER SCHOOL,JE01284-01,5/4/2026,RT,2822,PERFLUORODECANE SULFONIC ACID 8:2 FTS ,EP001       ,,,EP001,EP
 ,<0.7 NG/L     ,VA4115646,THOMAS HUNTER SCHOOL,JE01284-01,5/4/2026,RT,2819,PERFLUOROBUTANOIC ACID (PFBA) ,EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA4115646,THOMAS HUNTER SCHOOL,JE01284-01,5/4/2026,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA4115601, MATHEWS ELEMENTARY SCHOOL,JE01285-01,5/4/2026,RT,2821,PERFLUOROHEXANE SULFONIC ACID 4:2 FTS,EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA4115601, MATHEWS ELEMENTARY SCHOOL,JE01285-01,5/4/2026,RT,2807,PERFLUORODECANOIC ACID (PFDA),EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA4115601, MATHEWS ELEMENTARY SCHOOL,JE01285-01,5/4/2026,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP001       ,,,EP001,EP
 ,0.9 NG/L     ,VA4115740,RIVERSIDE CONVALESCENT CENTER,JE01286-01,5/4/2026,RT,2824,PERFLUOROPENTANOIC ACID (PFPEA) ,EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA4115740,RIVERSIDE CONVALESCENT CENTER,JE01286-01,5/4/2026,RT,2823,PERFLUORO PFMPA,EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA4115740,RIVERSIDE CONVALESCENT CENTER,JE01286-01,5/4/2026,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA4115740,RIVERSIDE CONVALESCENT CENTER,JE01286-01,5/4/2026,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA4073700,RAPPAHANNOCK COMMUNITY COLLEGE,JE04754-01,5/21/2026,RT,2821,PERFLUOROHEXANE SULFONIC ACID 4:2 FTS,EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA4073700,RAPPAHANNOCK COMMUNITY COLLEGE,JE04754-01,5/21/2026,RT,2812,PERFLUOROUNDECANOIC ACID (PFUNA),EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA4073700,RAPPAHANNOCK COMMUNITY COLLEGE,JE04754-01,5/21/2026,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA4073230,STARTING POINT ACADEMY,JE04757-01,5/21/2026,RT,2807,PERFLUORODECANOIC ACID (PFDA),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3001833,"TANGIER, TOWN OF",JE04760-01,5/20/2026,RT,2802,PERFLUOROHEPTANOIC ACID (PFHPA),EP010       ,,,EP010,EP
 ,<0.4 NG/L     ,VA3001833,"TANGIER, TOWN OF",JE04760-01,5/20/2026,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP010       ,,,EP010,EP
 ,<0.4 NG/L     ,VA3001833,"TANGIER, TOWN OF",JE04760-03,5/20/2026,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP007       ,,,EP007,EP
 ,<0.5 NG/L     ,VA3001833,"TANGIER, TOWN OF",JE04760-05,5/20/2026,RT,2823,PERFLUORO PFMPA,EP004       ,,,EP004,EP
 ,<0.4 NG/L     ,VA3001833,"TANGIER, TOWN OF",JE04760-05,5/20/2026,RT,2809,PERFLUOROHEXANOIC ACID (PFHXA),EP004       ,,,EP004,EP
 ,<0.7 NG/L     ,VA3001833,"TANGIER, TOWN OF",JE04760-05,5/20/2026,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP004       ,,,EP004,EP
 ,<0.5 NG/L     ,VA3149950,WILDWOOD FARMS,JE01353-01,5/5/2026,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP002       ,,,EP002,EP
 ,<0.5 NG/L     ,VA3149950,WILDWOOD FARMS,JE01353-01,5/5/2026,RT,2828,PERFLUOROPENTANESULFONIC ACID (PFPES) ,EP002       ,,,EP002,EP
 ,<0.4 NG/L     ,VA3149950,WILDWOOD FARMS,JE01353-01,5/5/2026,RT,2825,PERFLUORO PFMBA ,EP002       ,,,EP002,EP
 ,<0.7 NG/L     ,VA3149950,WILDWOOD FARMS,JE01353-01,5/5/2026,RT,2819,PERFLUOROBUTANOIC ACID (PFBA) ,EP002       ,,,EP002,EP
 ,<0.6 NG/L     ,VA3149950,WILDWOOD FARMS,JE01353-03,5/5/2026,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3149210,"SPN, CORP.- LIGHTHOUSE/QUALITY INN",JE01344-01,5/5/2026,RT,2828,PERFLUOROPENTANESULFONIC ACID (PFPES) ,EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3149210,"SPN, CORP.- LIGHTHOUSE/QUALITY INN",JE01344-01,5/5/2026,RT,2820,PERFLUOROOCTANE SULFONIC ACID 6:2 FTS ,EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3149210,"SPN, CORP.- LIGHTHOUSE/QUALITY INN",JE01344-01,5/5/2026,RT,2807,PERFLUORODECANOIC ACID (PFDA),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3149210,"SPN, CORP.- LIGHTHOUSE/QUALITY INN",JE01344-03,5/5/2026,RT,2823,PERFLUORO PFMPA,EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3149210,"SPN, CORP.- LIGHTHOUSE/QUALITY INN",JE01344-03,5/5/2026,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3149570,COUNTRY CLUB OF PETERSBURG INC,JE01345-01,5/5/2026,RT,2822,PERFLUORODECANE SULFONIC ACID 8:2 FTS ,EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3149570,COUNTRY CLUB OF PETERSBURG INC,JE01345-01,5/5/2026,RT,2802,PERFLUOROHEPTANOIC ACID (PFHPA),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3093210,DEER RUN,JF02142-01,6/9/2026,RT,2809,PERFLUOROHEXANOIC ACID (PFHXA),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3181650,POOLES MOBILE HOME PARK,JF01700-01,6/8/2026,RT,2829,PERFLUOROHEPTANESULFONIC ACID (PFHPS) ,EP002       ,,,SS002,EP
 ,<0.4 NG/L     ,VA3181650,POOLES MOBILE HOME PARK,JF01700-01,6/8/2026,RT,2828,PERFLUOROPENTANESULFONIC ACID (PFPES) ,EP002       ,,,SS002,EP
 ,<0.4 NG/L     ,VA3181650,POOLES MOBILE HOME PARK,JF01700-01,6/8/2026,RT,2826,PERFLUORO PFEESA ,EP002       ,,,SS002,EP
 ,<0.4 NG/L     ,VA3181650,POOLES MOBILE HOME PARK,JF01700-01,6/8/2026,RT,2825,PERFLUORO PFMBA ,EP002       ,,,SS002,EP
 ,<0.5 NG/L     ,VA3181650,POOLES MOBILE HOME PARK,JF01700-01,6/8/2026,RT,2821,PERFLUOROHEXANE SULFONIC ACID 4:2 FTS,EP002       ,,,SS002,EP
 ,<0.5 NG/L     ,VA3181650,POOLES MOBILE HOME PARK,JF01700-01,6/8/2026,RT,2820,PERFLUOROOCTANE SULFONIC ACID 6:2 FTS ,EP002       ,,,SS002,EP
 ,<0.5 NG/L     ,VA3181650,POOLES MOBILE HOME PARK,JF01700-01,6/8/2026,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP002       ,,,SS002,EP
 ,<0.4 NG/L     ,VA3181650,POOLES MOBILE HOME PARK,JF01700-01,6/8/2026,RT,2802,PERFLUOROHEPTANOIC ACID (PFHPA),EP002       ,,,SS002,EP
 ,<0.5 NG/L     ,VA4115452,"STAR FIELDS, LLC",JE04739-01,5/21/2026,RT,2822,PERFLUORODECANE SULFONIC ACID 8:2 FTS ,EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA4115452,"STAR FIELDS, LLC",JE04739-01,5/21/2026,RT,2821,PERFLUOROHEXANE SULFONIC ACID 4:2 FTS,EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA4115452,"STAR FIELDS, LLC",JE04739-01,5/21/2026,RT,2802,PERFLUOROHEPTANOIC ACID (PFHPA),EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3053370,DINWIDDIE MIDDLE SCHOOL,JE04769-01,5/21/2026,RT,2826,PERFLUORO PFEESA ,EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3053370,DINWIDDIE MIDDLE SCHOOL,JE04769-01,5/21/2026,RT,2821,PERFLUOROHEXANE SULFONIC ACID 4:2 FTS,EP001       ,,,EP001,EP
 ,8.8 NG/L     ,VA3053370,DINWIDDIE MIDDLE SCHOOL,JE04769-01,5/21/2026,RT,2819,PERFLUOROBUTANOIC ACID (PFBA) ,EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3053370,DINWIDDIE MIDDLE SCHOOL,JE04769-01,5/21/2026,RT,2812,PERFLUOROUNDECANOIC ACID (PFUNA),EP001       ,,,EP001,EP
 ,31 NG/L     ,VA3053370,DINWIDDIE MIDDLE SCHOOL,JE04769-01,5/21/2026,RT,2809,PERFLUOROHEXANOIC ACID (PFHXA),EP001       ,,,EP001,EP
 ,<0.6 NG/L     ,VA3053370,DINWIDDIE MIDDLE SCHOOL,JE04769-01,5/21/2026,RT,2808,PERFLUORODODECANOIC ACID (PFDOA),EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3053370,DINWIDDIE MIDDLE SCHOOL,JE04769-02,5/21/2026,FB,2812,PERFLUOROUNDECANOIC ACID (PFUNA),EP001       ,,,EP001,EP
 ,<0.6 NG/L     ,VA3053370,DINWIDDIE MIDDLE SCHOOL,JE04769-02,5/21/2026,FB,2808,PERFLUORODODECANOIC ACID (PFDOA),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRING-EP002,10/22/2024,RT,2829,PERFLUOROHEPTANESULFONIC ACID (PFHPS) ,EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRING-EP002,10/22/2024,RT,2828,PERFLUOROPENTANESULFONIC ACID (PFPES) ,EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRING-EP002,10/22/2024,RT,2821,PERFLUOROHEXANE SULFONIC ACID 4:2 FTS,EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRING-EP002,10/22/2024,RT,2820,PERFLUOROOCTANE SULFONIC ACID 6:2 FTS ,EP002       ,,,EP002,EP
 ,1.76 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRING-EP002,10/22/2024,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP002       ,,,EP002,EP
 ,9.99 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRING-EP003,10/22/2024,RT,2802,PERFLUOROHEPTANOIC ACID (PFHPA),EP003       ,,,EP003,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRING-EP004,10/22/2024,RT,2828,PERFLUOROPENTANESULFONIC ACID (PFPES) ,EP004       ,,,EP004,EP
 ,4 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRING-EP004,10/22/2024,RT,2824,PERFLUOROPENTANOIC ACID (PFPEA) ,EP004       ,,,EP004,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRING-EP004,10/22/2024,RT,2812,PERFLUOROUNDECANOIC ACID (PFUNA),EP004       ,,,EP004,EP
 ,4.2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRING-EP004,10/22/2024,RT,2809,PERFLUOROHEXANOIC ACID (PFHXA),EP004       ,,,EP004,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRING-EP004,10/22/2024,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP004       ,,,EP004,EP
 ,<0.6 NG/L     ,VA3093410,LINEAGE RCS - SMITHFIELD,JF02141-01,6/9/2026,RT,2808,PERFLUORODODECANOIC ACID (PFDOA),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3093410,LINEAGE RCS - SMITHFIELD,JF02141-01,6/9/2026,RT,2822,PERFLUORODECANE SULFONIC ACID 8:2 FTS ,EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3093328,"ACCELERATED PROPERTIES, INC.",JF02144-01,6/9/2026,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3093328,"ACCELERATED PROPERTIES, INC.",JF02144-01,6/9/2026,RT,2828,PERFLUOROPENTANESULFONIC ACID (PFPES) ,EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3093915,WRENNS MILL ESTATES,JF02146-01,6/9/2026,RT,2828,PERFLUOROPENTANESULFONIC ACID (PFPES) ,EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3093915,WRENNS MILL ESTATES,JF02146-01,6/9/2026,RT,2826,PERFLUORO PFEESA ,EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3093540,VILLAGES OF SMITHFIELD,JF02149-01,6/9/2026,RT,2802,PERFLUOROHEPTANOIC ACID (PFHPA),EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3093540,VILLAGES OF SMITHFIELD,JF02149-01,6/9/2026,RT,2824,PERFLUOROPENTANOIC ACID (PFPEA) ,EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3093540,VILLAGES OF SMITHFIELD,JF02149-01,6/9/2026,RT,2823,PERFLUORO PFMPA,EP001       ,,,EP001,EP
 ,<0.6 NG/L     ,VA3093540,VILLAGES OF SMITHFIELD,JF02149-01,6/9/2026,RT,2819,PERFLUOROBUTANOIC ACID (PFBA) ,EP001       ,,,EP001,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25025964-PFAS,2/11/2025,RT,2809,PERFLUOROHEXANOIC ACID (PFHXA),EP001       ,,,EP001,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25025965-PFAS,2/11/2025,RT,2829,PERFLUOROHEPTANESULFONIC ACID (PFHPS) ,EP002       ,,,EP002,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25025965-PFAS,2/11/2025,RT,2824,PERFLUOROPENTANOIC ACID (PFPEA) ,EP002       ,,,EP002,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25025965-PFAS,2/11/2025,RT,2822,PERFLUORODECANE SULFONIC ACID 8:2 FTS ,EP002       ,,,EP002,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25025965-PFAS,2/11/2025,RT,2819,PERFLUOROBUTANOIC ACID (PFBA) ,EP002       ,,,EP002,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25025965-PFAS,2/11/2025,RT,2809,PERFLUOROHEXANOIC ACID (PFHXA),EP002       ,,,EP002,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25058547-PFAS,5/19/2025,RT,2820,PERFLUOROOCTANE SULFONIC ACID 6:2 FTS ,EP001       ,,,EP001,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25058547-PFAS,5/19/2025,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP001       ,,,EP001,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25058547-PFAS,5/19/2025,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP001       ,,,EP001,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25058549-PFAS,5/19/2025,RT,2823,PERFLUORO PFMPA,EP002       ,,,EP002,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25058549-PFAS,5/19/2025,RT,2812,PERFLUOROUNDECANOIC ACID (PFUNA),EP002       ,,,EP002,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25058549-PFAS,5/19/2025,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP002       ,,,EP002,EP
 ,<1 NG/L     ,VA3053280,DCWA CENTRAL,122268P,10/23/2024,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP002       ,,,EP002,EP
 ,1.1 NG/L     ,VA3081550,GCWSA - JARRATT,123135P,11/19/2024,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP001       ,,,EP001,EP
 ,<1 NG/L     ,VA3093640,"SMITHFIELD, TOWN OF",120179P,8/19/2024,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP002       ,,,EP001,EP
 ,1.5 NG/L     ,VA3093640,"SMITHFIELD, TOWN OF",120181P,8/19/2024,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP006       ,,,EP006,EP
 ,<1 NG/L     ,VA3001100,CAPTAINS COVE,122263P,10/28/2024,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP001       ,,,EP001,EP
 ,<1.3 NG/L     ,VA3001100,CAPTAINS COVE,122266P,10/28/2024,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP004       ,,,EP004,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25081027-PFAS,8/12/2025,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP001       ,,,EP001,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25081028-PFAS,8/12/2025,RT,2824,PERFLUOROPENTANOIC ACID (PFPEA) ,EP002       ,,,EP002,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25081028-PFAS,8/12/2025,RT,2810,PERFLUOROTETRADECANOIC ACID (PFTA),EP002       ,,,EP002,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25081028-PFAS,8/12/2025,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP002       ,,,EP002,EP
FRANKLIN CITY,<1 NG/L     ,VA3620350,"FRANKLIN, CITY OF",121324P,10/30/2024,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP007       ,,,EP007,EP
FRANKLIN CITY,<1 NG/L     ,VA3620350,"FRANKLIN, CITY OF",121324P,10/30/2024,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP007       ,,,EP007,EP
FRANKLIN CITY,<1.3 NG/L     ,VA3620350,"FRANKLIN, CITY OF",121324P,10/30/2024,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP007       ,,,EP007,EP
VIRGINIA BEACH CITY,<1.3 NG/L     ,VA3810430,N A S OCEANA,118827P,7/22/2024,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP1         ,,,EP1,EP
VIRGINIA BEACH CITY,<1 NG/L     ,VA3810430,N A S OCEANA,118827P,7/22/2024,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP1         ,,,EP1,EP
 ,<1 NG/L     ,VA3001100,CAPTAINS COVE,124179R,12/17/2024,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP003       ,,,EP003,EP
PORTSMOUTH CITY,<1.9 NG/L     ,VA3740600,"PORTSMOUTH, CITY OF",810-144008-C-1-A,4/8/2025,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3095810,STAR EXPRESS,JE03288-01,5/14/2026,RT,2824,PERFLUOROPENTANOIC ACID (PFPEA) ,EP002       ,,,EP002,EP
 ,<0.5 NG/L     ,VA3095810,STAR EXPRESS,JE03288-01,5/14/2026,RT,2822,PERFLUORODECANE SULFONIC ACID 8:2 FTS ,EP002       ,,,EP002,EP
 ,<0.5 NG/L     ,VA3095810,STAR EXPRESS,JE03288-01,5/14/2026,RT,2820,PERFLUOROOCTANE SULFONIC ACID 6:2 FTS ,EP002       ,,,EP002,EP
 ,<0.4 NG/L     ,VA3095810,STAR EXPRESS,JE03288-01,5/14/2026,RT,2812,PERFLUOROUNDECANOIC ACID (PFUNA),EP002       ,,,EP002,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25113394-PFAS,11/12/2025,RT,2824,PERFLUOROPENTANOIC ACID (PFPEA) ,EP001       ,,,EP001,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25113394-PFAS,11/12/2025,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP001       ,,,EP001,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25113396-PFAS,11/12/2025,RT,2825,PERFLUORO PFMBA ,EP002       ,,,EP002,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25113396-PFAS,11/12/2025,RT,2823,PERFLUORO PFMPA,EP002       ,,,EP002,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25113396-PFAS,11/12/2025,RT,2819,PERFLUOROBUTANOIC ACID (PFBA) ,EP002       ,,,EP002,EP
 ,3.85 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 2,7/22/2024,RT,2824,PERFLUOROPENTANOIC ACID (PFPEA) ,EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 2,7/22/2024,RT,2822,PERFLUORODECANE SULFONIC ACID 8:2 FTS ,EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 2,7/22/2024,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 3,7/22/2024,RT,2812,PERFLUOROUNDECANOIC ACID (PFUNA),EP003       ,,,EP003,EP
 ,1.39 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 3,7/22/2024,RT,2802,PERFLUOROHEPTANOIC ACID (PFHPA),EP003       ,,,EP003,EP
 ,4.12 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 3,7/22/2024,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP003       ,,,EP003,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 4,7/22/2024,RT,2822,PERFLUORODECANE SULFONIC ACID 8:2 FTS ,EP004       ,,,EP004,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 4,7/22/2024,RT,2808,PERFLUORODODECANOIC ACID (PFDOA),EP004       ,,,EP004,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 2 FB,7/22/2024,FB,2823,PERFLUORO PFMPA,EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 2 FB,7/22/2024,FB,2822,PERFLUORODECANE SULFONIC ACID 8:2 FTS ,EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 2 FB,7/22/2024,FB,2804,PERFLUORONONANOIC ACID (PFNA),EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 3 FB,7/22/2024,FB,2824,PERFLUOROPENTANOIC ACID (PFPEA) ,EP003       ,,,EP003,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 4 FB,7/22/2024,FB,2829,PERFLUOROHEPTANESULFONIC ACID (PFHPS) ,EP004       ,,,EP004,EP
 ,<0.5 NG/L     ,VA3095590,HEATHS MOBILE HOMES,JE03277-01,5/14/2026,RT,2807,PERFLUORODECANOIC ACID (PFDA),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3095621,MCDONALD'S (TOANO),JE03291-01,5/14/2026,RT,2823,PERFLUORO PFMPA,EP001       ,,,EP001,EP
