Principal City,Detection Value,Water System ID,Water System Name,Lab Sample No.,Collection Date,Sample Type,Analyte Code,Analyte Name,Sampling Point ID,Monitoring Period Begin Date,Monitoring Period End Date,WSF ID,Sampling Point Type
 ,<1.3 NG/L     ,VA3093640,"SMITHFIELD, TOWN OF",120181P,8/19/2024,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP006       ,,,EP006,EP
 ,<1 NG/L     ,VA3093640,"SMITHFIELD, TOWN OF",120181P,8/19/2024,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP006       ,,,EP006,EP
 ,<1 NG/L     ,VA3093640,"SMITHFIELD, TOWN OF",120182P,8/19/2024,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP008       ,,,EP008,EP
VIRGINIA BEACH CITY,<1.3 NG/L     ,VA3810430,N A S OCEANA,121468R,9/9/2024,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP1         ,,,EP1,EP
VIRGINIA BEACH CITY,1.9 NG/L     ,VA3810430,N A S OCEANA,121468R,9/9/2024,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP1         ,,,EP1,EP
 ,<1.3 NG/L     ,VA3001100,CAPTAINS COVE,122263P,10/28/2024,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP001       ,,,EP001,EP
 ,<1.3 NG/L     ,VA3001100,CAPTAINS COVE,122265P,10/28/2024,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP003       ,,,EP003,EP
 ,<1.3 NG/L     ,VA3001100,CAPTAINS COVE,122266P,10/28/2024,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP004       ,,,EP004,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25081027-PFAS,8/12/2025,RT,2829,PERFLUOROHEPTANESULFONIC ACID (PFHPS) ,EP001       ,,,EP001,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25081027-PFAS,8/12/2025,RT,2807,PERFLUORODECANOIC ACID (PFDA),EP001       ,,,EP001,EP
NORFOLK CITY,2.5 NG/L     ,VA3710100,"NORFOLK, CITY OF",25081027-PFAS,8/12/2025,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP001       ,,,EP001,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25081028-PFAS,8/12/2025,RT,2828,PERFLUOROPENTANESULFONIC ACID (PFPES) ,EP002       ,,,EP002,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25081028-PFAS,8/12/2025,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP002       ,,,EP002,EP
 ,<1.3 NG/L     ,VA3175380,SOLENIS,121322P,9/25/2024,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP001       ,,,EP001,EP
 ,<1 NG/L     ,VA3053280,DCWA CENTRAL,118825P,7/23/2024,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP001       ,,,EP001,EP
 ,<1.3 NG/L     ,VA3053280,DCWA CENTRAL,118826P,7/23/2024,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP002       ,,,EP002,EP
PORTSMOUTH CITY,<1.9 NG/L     ,VA3740600,"PORTSMOUTH, CITY OF",810-144008-C-1-A,4/8/2025,RT,2811,PERFLUOROTRIDECANOIC ACID (PFTRDA),EP001       ,,,EP001,EP
PORTSMOUTH CITY,<1.9 NG/L     ,VA3740600,"PORTSMOUTH, CITY OF",810-144008-C-1-A,4/8/2025,RT,2808,PERFLUORODODECANOIC ACID (PFDOA),EP001       ,,,EP001,EP
PORTSMOUTH CITY,<1.9 NG/L     ,VA3740600,"PORTSMOUTH, CITY OF",810-144008-C-1-A,4/8/2025,RT,2802,PERFLUOROHEPTANOIC ACID (PFHPA),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3095810,STAR EXPRESS,JE03288-01,5/14/2026,RT,2807,PERFLUORODECANOIC ACID (PFDA),EP002       ,,,EP002,EP
 ,<0.5 NG/L     ,VA3095810,STAR EXPRESS,JE03288-01,5/14/2026,RT,2802,PERFLUOROHEPTANOIC ACID (PFHPA),EP002       ,,,EP002,EP
NORFOLK CITY,2.1 NG/L     ,VA3710100,"NORFOLK, CITY OF",25113394-PFAS,11/12/2025,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP001       ,,,EP001,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25113394-PFAS,11/12/2025,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP001       ,,,EP001,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25113396-PFAS,11/12/2025,RT,2821,PERFLUOROHEXANE SULFONIC ACID 4:2 FTS,EP002       ,,,EP002,EP
NORFOLK CITY,<2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25113396-PFAS,11/12/2025,RT,2811,PERFLUOROTRIDECANOIC ACID (PFTRDA),EP002       ,,,EP002,EP
NORFOLK CITY,2 NG/L     ,VA3710100,"NORFOLK, CITY OF",25113396-PFAS,11/12/2025,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 2,7/22/2024,RT,2821,PERFLUOROHEXANE SULFONIC ACID 4:2 FTS,EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 2,7/22/2024,RT,2820,PERFLUOROOCTANE SULFONIC ACID 6:2 FTS ,EP002       ,,,EP002,EP
 ,3.74 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 2,7/22/2024,RT,2809,PERFLUOROHEXANOIC ACID (PFHXA),EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 3,7/22/2024,RT,2829,PERFLUOROHEPTANESULFONIC ACID (PFHPS) ,EP003       ,,,EP003,EP
 ,1.86 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 3,7/22/2024,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP003       ,,,EP003,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 4,7/22/2024,RT,2821,PERFLUOROHEXANE SULFONIC ACID 4:2 FTS,EP004       ,,,EP004,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 2 FB,7/22/2024,FB,2828,PERFLUOROPENTANESULFONIC ACID (PFPES) ,EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 2 FB,7/22/2024,FB,2819,PERFLUOROBUTANOIC ACID (PFBA) ,EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 2 FB,7/22/2024,FB,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 3 FB,7/22/2024,FB,2812,PERFLUOROUNDECANOIC ACID (PFUNA),EP003       ,,,EP003,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 3 FB,7/22/2024,FB,2807,PERFLUORODECANOIC ACID (PFDA),EP003       ,,,EP003,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 3 FB,7/22/2024,FB,2806,PERFLUOROCTANOIC ACID (PFOA),EP003       ,,,EP003,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 4 FB,7/22/2024,FB,2823,PERFLUORO PFMPA,EP004       ,,,EP004,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONEY SPRINGS 4 FB,7/22/2024,FB,2807,PERFLUORODECANOIC ACID (PFDA),EP004       ,,,EP004,EP
 ,<0.4 NG/L     ,VA3053315,DINWIDDIE ELEMENTARY SCHOOL,JE04771-01,5/21/2026,RT,2812,PERFLUOROUNDECANOIC ACID (PFUNA),EP001       ,,,EP001,EP
 ,<0.6 NG/L     ,VA3053315,DINWIDDIE ELEMENTARY SCHOOL,JE04771-01,5/21/2026,RT,2808,PERFLUORODODECANOIC ACID (PFDOA),EP001       ,,,EP001,EP
 ,1.1 NG/L     ,VA3053315,DINWIDDIE ELEMENTARY SCHOOL,JE04771-01,5/21/2026,RT,2802,PERFLUOROHEPTANOIC ACID (PFHPA),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3095590,HEATHS MOBILE HOMES,JE03277-01,5/14/2026,RT,2823,PERFLUORO PFMPA,EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3095590,HEATHS MOBILE HOMES,JE03277-01,5/14/2026,RT,2802,PERFLUOROHEPTANOIC ACID (PFHPA),EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3095590,HEATHS MOBILE HOMES,JE03277-01,5/14/2026,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3095621,MCDONALD'S (TOANO),JE03291-01,5/14/2026,RT,2825,PERFLUORO PFMBA ,EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3095621,MCDONALD'S (TOANO),JE03291-01,5/14/2026,RT,2828,PERFLUOROPENTANESULFONIC ACID (PFPES) ,EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3053315,DINWIDDIE ELEMENTARY SCHOOL,JE04771-02,5/21/2026,FB,2829,PERFLUOROHEPTANESULFONIC ACID (PFHPS) ,EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3053315,DINWIDDIE ELEMENTARY SCHOOL,JE04771-02,5/21/2026,FB,2821,PERFLUOROHEXANE SULFONIC ACID 4:2 FTS,EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3053315,DINWIDDIE ELEMENTARY SCHOOL,JE04771-02,5/21/2026,FB,2820,PERFLUOROOCTANE SULFONIC ACID 6:2 FTS ,EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3053315,DINWIDDIE ELEMENTARY SCHOOL,JE04771-02,5/21/2026,FB,2806,PERFLUOROCTANOIC ACID (PFOA),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3053315,DINWIDDIE ELEMENTARY SCHOOL,JE04771-02,5/21/2026,FB,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3001330,"TYSON FARMS, INC",MAIN,3/10/2026,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3001330,"TYSON FARMS, INC",FIELD BLANK,3/10/2026,FB,2804,PERFLUORONONANOIC ACID (PFNA),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-1,2/16/2026,RT,2826,PERFLUORO PFEESA ,EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-1,2/16/2026,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-2,2/16/2026,RT,2823,PERFLUORO PFMPA,EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-2,2/16/2026,RT,2826,PERFLUORO PFEESA ,EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-2,2/16/2026,RT,2807,PERFLUORODECANOIC ACID (PFDA),EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-2,2/16/2026,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-3,2/16/2026,RT,2825,PERFLUORO PFMBA ,EP003       ,,,EP003,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-3,2/16/2026,RT,2828,PERFLUOROPENTANESULFONIC ACID (PFPES) ,EP003       ,,,EP003,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-3,2/16/2026,RT,2821,PERFLUOROHEXANE SULFONIC ACID 4:2 FTS,EP003       ,,,EP003,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-3,2/16/2026,RT,2819,PERFLUOROBUTANOIC ACID (PFBA) ,EP003       ,,,EP003,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-3,2/16/2026,RT,2807,PERFLUORODECANOIC ACID (PFDA),EP003       ,,,EP003,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-3,2/16/2026,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP003       ,,,EP003,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-3,2/16/2026,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP003       ,,,EP003,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-4,2/16/2026,RT,2809,PERFLUOROHEXANOIC ACID (PFHXA),EP004       ,,,EP004,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-4,2/16/2026,RT,2828,PERFLUOROPENTANESULFONIC ACID (PFPES) ,EP004       ,,,EP004,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-4,2/16/2026,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP004       ,,,EP004,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-1 FB,2/16/2026,FB,2825,PERFLUORO PFMBA ,EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-1 FB,2/16/2026,FB,2807,PERFLUORODECANOIC ACID (PFDA),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-1 FB,2/16/2026,FB,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-2 FB,2/16/2026,FB,2825,PERFLUORO PFMBA ,EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-2 FB,2/16/2026,FB,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-3 FB,2/16/2026,FB,2802,PERFLUOROHEPTANOIC ACID (PFHPA),EP003       ,,,EP003,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-4 FB,2/16/2026,FB,2809,PERFLUOROHEXANOIC ACID (PFHXA),EP004       ,,,EP004,EP
 ,<2 NG/L     ,VA3001100,CAPTAINS COVE,CAPTAINS COVE-4 FB,2/16/2026,FB,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP004       ,,,EP004,EP
 ,<1.9172 NG/L     ,VA3095490,JCSA - CENTRAL SYSTEM,810-178204-A-9-A,1/14/2026,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP045       ,,,TP045,EP
 ,<1.9486 NG/L     ,VA3095490,JCSA - CENTRAL SYSTEM,810-187286-A-7-A,4/8/2026,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP039       ,,,EP039,EP
 ,<1.912 NG/L     ,VA3095490,JCSA - CENTRAL SYSTEM,810-187286-A-8-A,4/8/2026,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP041       ,,,EP041,EP
 ,<1.912 NG/L     ,VA3095490,JCSA - CENTRAL SYSTEM,810-187286-A-8-A,4/8/2026,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP041       ,,,EP041,EP
 ,<1.9395 NG/L     ,VA3095490,JCSA - CENTRAL SYSTEM,810-187286-A-9-A,4/8/2026,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP045       ,,,TP045,EP
 ,<0.4 NG/L     ,VA3053210,AZZIE MANOR HOME FOR ADULTS,JE04761-01,5/21/2026,RT,2828,PERFLUOROPENTANESULFONIC ACID (PFPES) ,EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3053210,AZZIE MANOR HOME FOR ADULTS,JE04761-01,5/21/2026,RT,2826,PERFLUORO PFEESA ,EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3053210,AZZIE MANOR HOME FOR ADULTS,JE04761-01,5/21/2026,RT,2809,PERFLUOROHEXANOIC ACID (PFHXA),EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3053210,AZZIE MANOR HOME FOR ADULTS,JE04761-01,5/21/2026,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3053375,DINWIDDIE SENIOR HIGH SCHOOL,JE04765-01,5/21/2026,RT,2821,PERFLUOROHEXANE SULFONIC ACID 4:2 FTS,EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3053375,DINWIDDIE SENIOR HIGH SCHOOL,JE04765-01,5/21/2026,RT,2820,PERFLUOROOCTANE SULFONIC ACID 6:2 FTS ,EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3053375,DINWIDDIE SENIOR HIGH SCHOOL,JE04765-01,5/21/2026,RT,2807,PERFLUORODECANOIC ACID (PFDA),EP001       ,,,EP001,EP
 ,<1.9172 NG/L     ,VA3095490,JCSA - CENTRAL SYSTEM,810-187286-A-1-A,4/8/2026,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP001       ,,,EP001,EP
 ,<1.912 NG/L     ,VA3095490,JCSA - CENTRAL SYSTEM,810-187286-A-2-A,4/8/2026,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP005       ,,,EP005,EP
 ,<1.9327 NG/L     ,VA3095490,JCSA - CENTRAL SYSTEM,810-187286-A-3-A,4/8/2026,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP022       ,,,EP022,EP
 ,<1.9448 NG/L     ,VA3095490,JCSA - CENTRAL SYSTEM,810-187286-A-6-A,4/8/2026,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP038       ,,,EP038,EP
 ,<1.9448 NG/L     ,VA3095490,JCSA - CENTRAL SYSTEM,810-187286-A-6-A,4/8/2026,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP038       ,,,EP038,EP
 ,<0.4 NG/L     ,VA3149850,SOUTH ELEMENTARY SCHOOL,JE01346-01,5/5/2026,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3149850,SOUTH ELEMENTARY SCHOOL,JE01346-01,5/5/2026,RT,2824,PERFLUOROPENTANOIC ACID (PFPEA) ,EP001       ,,,EP001,EP
 ,<0.7 NG/L     ,VA3149850,SOUTH ELEMENTARY SCHOOL,JE01346-01,5/5/2026,RT,2808,PERFLUORODODECANOIC ACID (PFDOA),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRINGS 2,4/24/2026,RT,2828,PERFLUOROPENTANESULFONIC ACID (PFPES) ,EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRINGS 2,4/24/2026,RT,2826,PERFLUORO PFEESA ,EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRINGS 2,4/24/2026,RT,2823,PERFLUORO PFMPA,EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRINGS 3,4/24/2026,RT,2812,PERFLUOROUNDECANOIC ACID (PFUNA),EP003       ,,,EP003,EP
 ,2.95 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRINGS 3,4/24/2026,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP003       ,,,EP003,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRINGS 4,4/24/2026,RT,2828,PERFLUOROPENTANESULFONIC ACID (PFPES) ,EP004       ,,,EP004,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRINGS 4,4/24/2026,RT,2808,PERFLUORODODECANOIC ACID (PFDOA),EP004       ,,,EP004,EP
 ,<2 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRINGS 4,4/24/2026,RT,2807,PERFLUORODECANOIC ACID (PFDA),EP004       ,,,EP004,EP
 ,2.93 NG/L     ,VA3053915,STONY SPRINGS SUBDIVISION,STONY SPRINGS 4,4/24/2026,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP004       ,,,EP004,EP
 ,<0.6 NG/L     ,VA3053305,DINWIDDIE COUNTY COURTHOUSE (NEW),JE04767-02,5/21/2026,FB,2808,PERFLUORODODECANOIC ACID (PFDOA),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3053305,DINWIDDIE COUNTY COURTHOUSE (NEW),JE04767-02,5/21/2026,FB,2807,PERFLUORODECANOIC ACID (PFDA),EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA4115651,MILFORD HAVEN COAST GUARD STA,JE04741-01,5/21/2026,RT,2812,PERFLUOROUNDECANOIC ACID (PFUNA),EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA4115651,MILFORD HAVEN COAST GUARD STA,JE04741-01,5/21/2026,RT,2809,PERFLUOROHEXANOIC ACID (PFHXA),EP001       ,,,EP001,EP
 ,<0.6 NG/L     ,VA4115651,MILFORD HAVEN COAST GUARD STA,JE04741-01,5/21/2026,RT,2808,PERFLUORODODECANOIC ACID (PFDOA),EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA4115651,MILFORD HAVEN COAST GUARD STA,JE04741-01,5/21/2026,RT,2802,PERFLUOROHEPTANOIC ACID (PFHPA),EP001       ,,,EP001,EP
 ,<1.9 NG/L     ,VA3093300,SMITHFIELD FRESH MEATS CORP. - NORTH,2601443-003_533,2/5/2026,RT,2823,PERFLUORO PFMPA,EP001       ,,,EP001,EP
 ,<1.9 NG/L     ,VA3093300,SMITHFIELD FRESH MEATS CORP. - NORTH,2601443-003_533,2/5/2026,RT,2812,PERFLUOROUNDECANOIC ACID (PFUNA),EP001       ,,,EP001,EP
 ,<1.9 NG/L     ,VA3093300,SMITHFIELD FRESH MEATS CORP. - NORTH,2601443-003_533,2/5/2026,RT,2809,PERFLUOROHEXANOIC ACID (PFHXA),EP001       ,,,EP001,EP
 ,<1.9 NG/L     ,VA3093300,SMITHFIELD FRESH MEATS CORP. - NORTH,2601443-003_533,2/5/2026,RT,2808,PERFLUORODODECANOIC ACID (PFDOA),EP001       ,,,EP001,EP
 ,<1.9 NG/L     ,VA3093300,SMITHFIELD FRESH MEATS CORP. - NORTH,2601443-003_533,2/5/2026,RT,2807,PERFLUORODECANOIC ACID (PFDA),EP001       ,,,EP001,EP
 ,<1.9 NG/L     ,VA3093600,SMITHFIELD FRESH MEATS CORP. - SOUTH,2601443-004_533,2/5/2026,RT,2809,PERFLUOROHEXANOIC ACID (PFHXA),EP001       ,,,EP001,EP
 ,<1.9 NG/L     ,VA3093600,SMITHFIELD FRESH MEATS CORP. - SOUTH,2601443-004_533,2/5/2026,RT,2808,PERFLUORODODECANOIC ACID (PFDOA),EP001       ,,,EP001,EP
 ,<1.9 NG/L     ,VA3093600,SMITHFIELD FRESH MEATS CORP. - SOUTH,2601443-004_537,2/5/2026,RT,2808,PERFLUORODODECANOIC ACID (PFDOA),EP001       ,,,EP001,EP
 ,<1.9 NG/L     ,VA3093600,SMITHFIELD FRESH MEATS CORP. - SOUTH,2601443-004_537,2/5/2026,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP001       ,,,EP001,EP
 ,<1.9312 NG/L     ,VA3095490,JCSA - CENTRAL SYSTEM,810-178204-A-4-A,1/14/2026,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP025       ,,,EP025,EP
 ,<1.9238 NG/L     ,VA3095490,JCSA - CENTRAL SYSTEM,810-178204-A-5-A,1/14/2026,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP033       ,,,EP033,EP
 ,<1.9179 NG/L     ,VA3095490,JCSA - CENTRAL SYSTEM,810-178204-A-6-A,1/14/2026,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP038       ,,,EP038,EP
 ,<0.5 NG/L     ,VA3053360,HISTORIC SOUTHSIDE H. S. EDUCATION CENTE,JE04764-01,5/21/2026,RT,2821,PERFLUOROHEXANE SULFONIC ACID 4:2 FTS,EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3053305,DINWIDDIE COUNTY COURTHOUSE (NEW),JE04767-01,5/21/2026,RT,2820,PERFLUOROOCTANE SULFONIC ACID 6:2 FTS ,EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3093380,OWENS SUBDIVISION,JF01691-01,6/8/2026,RT,2824,PERFLUOROPENTANOIC ACID (PFPEA) ,EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3093380,OWENS SUBDIVISION,JF01691-01,6/8/2026,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3093322,LAWNES POINT,JF01695-01,6/8/2026,RT,2828,PERFLUOROPENTANESULFONIC ACID (PFPES) ,EP001       ,,,EP001,EP
 ,<0.6 NG/L     ,VA3093322,LAWNES POINT,JF01695-01,6/8/2026,RT,2819,PERFLUOROBUTANOIC ACID (PFBA) ,EP001       ,,,EP001,EP
 ,<0.7 NG/L     ,VA3093322,LAWNES POINT,JF01695-01,6/8/2026,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3053360,HISTORIC SOUTHSIDE H. S. EDUCATION CENTE,JE04764-02,5/21/2026,FB,2823,PERFLUORO PFMPA,EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3053360,HISTORIC SOUTHSIDE H. S. EDUCATION CENTE,JE04764-02,5/21/2026,FB,2802,PERFLUOROHEPTANOIC ACID (PFHPA),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3175370,SOUTHAMPTON POWER STATION,ENTRY,11/13/2025,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP001       ,,,EP001,EP
CHESAPEAKE CITY,<2 NG/L     ,VA3550775,SUNRAY ARTESIAN WATER SUPPLY,IA00163-03,12/31/2024,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3093470,RUSHMERE (BURWELL BAY),IA02397-02,1/15/2025,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP001       ,,,EP001,EP
